trackname,sentiment,tally,pct,album,line,word,wordcount,artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode,track_n,lyrics,lyrical_density,gloom_index,dist,artist
Grow,NA,NA,0,Saves the World,1,i,74,MUNA,6xdRb2GypJ7DqnWAI2mHGn,5ZpSRd3GwvEGrD7kWn0fHz,album,
